,Removed_privileges,Shook_child,Called_dumb_lazy,Beat_hard,Learning_skill,Child's_weight,Sex,Weight_age_P,Wealth_index,Mother's_education
17103,YES,NO,NO,NO,HAVE DIFFICULTY,14.6,MALE,14.3,Second,Primary
17105,NO,NO,NO,NO,NO DIFFICULTY,14.9,FEMALE,52.1,Second,Secondary
17108,YES,NO,NO,NO,NO DIFFICULTY,14.4,MALE,9.1,Second,Secondary
17109,NO,NO,YES,NO,NO DIFFICULTY,13.2,FEMALE,21.4,Second,Primary
17110,YES,NO,YES,NO,NO DIFFICULTY,12.8,MALE,0.4,Poorest,Primary
17111,NO,NO,NO,NO,NO DIFFICULTY,9.2,MALE,0.1,Poorest,Primary
17112,YES,YES,YES,YES,HAVE DIFFICULTY,13.7,MALE,44.1,Second,Pre-primary or none
17113,NO,YES,NO,NO,NO DIFFICULTY,8.4,FEMALE,0.0,Second,Pre-primary or none
17114,NO,YES,NO,NO,NO DIFFICULTY,9.9,FEMALE,3.9,Second,Secondary
17115,NO,NO,NO,NO,NO DIFFICULTY,12.2,FEMALE,0.9,Second,Secondary
17117,NO,NO,NO,NO,NO DIFFICULTY,11.5,MALE,1.2,Second,Primary
17118,NO,NO,NO,NO,NO DIFFICULTY,12.1,FEMALE,0.4,Second,Primary
17119,NO,NO,NO,NO,NO DIFFICULTY,10.1,FEMALE,2.7,Middle,Secondary
17121,NO,YES,NO,NO,HAVE DIFFICULTY,13.2,MALE,14.8,Poorest,Secondary
17122,YES,YES,NO,NO,NO DIFFICULTY,10.4,MALE,2.1,Poorest,Secondary
17124,NO,NO,NO,NO,NO DIFFICULTY,13.5,FEMALE,2.8,Second,Primary
17125,NO,NO,NO,NO,NO DIFFICULTY,13.1,MALE,3.5,Poorest,Primary
17127,NO,NO,NO,NO,NO DIFFICULTY,11.5,MALE,5.1,Second,Pre-primary or none
17129,NO,NO,NO,NO,NO DIFFICULTY,13.0,MALE,7.1,Second,Primary
17132,NO,NO,NO,NO,NO DIFFICULTY,12.0,FEMALE,4.6,Second,Secondary
17134,NO,NO,NO,NO,NO DIFFICULTY,11.7,FEMALE,0.5,Second,Primary
17136,YES,NO,NO,NO,NO DIFFICULTY,15.3,FEMALE,12.3,Middle,Higher secondary+
17138,YES,YES,NO,YES,HAVE DIFFICULTY,13.2,FEMALE,17.1,Poorest,Secondary
17140,NO,NO,NO,NO,NO DIFFICULTY,13.4,MALE,32.6,Fourth,Secondary
17143,NO,NO,NO,NO,NO DIFFICULTY,9.6,FEMALE,0.1,Poorest,Primary
17146,YES,YES,YES,NO,NO DIFFICULTY,15.4,MALE,12.9,Fourth,Pre-primary or none
17147,YES,NO,NO,NO,NO DIFFICULTY,12.3,MALE,0.6,Poorest,Primary
17148,YES,YES,NO,NO,NO DIFFICULTY,18.2,MALE,50.3,Fourth,Pre-primary or none
17149,NO,YES,NO,NO,NO DIFFICULTY,10.5,MALE,3.8,Poorest,Pre-primary or none
17151,YES,NO,NO,NO,NO DIFFICULTY,13.5,FEMALE,15.5,Richest,Higher secondary+
17152,NO,YES,NO,NO,NO DIFFICULTY,12.1,FEMALE,12.0,Fourth,Secondary
17153,NO,YES,NO,NO,HAVE DIFFICULTY,10.8,MALE,0.4,Fourth,Secondary
17154,YES,NO,NO,NO,NO DIFFICULTY,9.8,FEMALE,0.0,Second,Pre-primary or none
17155,YES,YES,NO,NO,NO DIFFICULTY,12.4,MALE,0.7,Second,Primary
17157,NO,NO,NO,NO,NO DIFFICULTY,16.1,FEMALE,48.6,Poorest,Primary
17158,NO,NO,NO,NO,NO DIFFICULTY,18.4,FEMALE,62.8,Fourth,Higher secondary+
17159,NO,NO,NO,NO,NO DIFFICULTY,13.2,FEMALE,3.5,Fourth,Secondary
17160,NO,YES,NO,NO,NO DIFFICULTY,11.9,FEMALE,0.6,Poorest,Pre-primary or none
17161,NO,NO,NO,NO,NO DIFFICULTY,12.3,FEMALE,30.3,Second,Secondary
17165,YES,YES,NO,NO,NO DIFFICULTY,13.7,FEMALE,11.6,Poorest,Secondary
17167,YES,NO,NO,NO,NO DIFFICULTY,11.5,FEMALE,1.3,Richest,Pre-primary or none
17168,YES,YES,NO,NO,NO DIFFICULTY,13.1,FEMALE,43.6,Middle,Primary
17169,YES,YES,NO,NO,NO DIFFICULTY,9.9,MALE,0.9,Fourth,Primary
17170,YES,YES,NO,NO,NO DIFFICULTY,12.5,FEMALE,1.1,Fourth,Primary
17171,YES,NO,YES,NO,NO DIFFICULTY,13.0,MALE,3.5,Richest,Higher secondary+
17172,YES,NO,NO,NO,NO DIFFICULTY,10.8,MALE,1.4,Fourth,Primary
17176,NO,NO,NO,NO,NO DIFFICULTY,13.3,MALE,9.0,Fourth,Secondary
17179,YES,YES,YES,NO,NO DIFFICULTY,10.8,MALE,0.1,Middle,Primary
17181,YES,YES,NO,YES,NO DIFFICULTY,14.5,FEMALE,43.6,Fourth,Higher secondary+
17182,YES,NO,NO,NO,NO DIFFICULTY,15.6,MALE,17.8,Fourth,Higher secondary+
17183,YES,NO,YES,NO,NO DIFFICULTY,15.6,FEMALE,16.8,Richest,Higher secondary+
17188,NO,YES,NO,NO,NO DIFFICULTY,12.4,MALE,17.6,Richest,Secondary
17189,YES,NO,NO,NO,NO DIFFICULTY,11.4,MALE,12.6,Richest,Primary
17192,NO,NO,NO,NO,NO DIFFICULTY,10.1,MALE,1.0,Fourth,Primary
17193,YES,NO,YES,NO,NO DIFFICULTY,12.2,MALE,0.3,Richest,Secondary
17194,NO,NO,NO,NO,NO DIFFICULTY,14.0,FEMALE,7.0,Richest,Secondary
17195,YES,YES,NO,NO,NO DIFFICULTY,16.8,FEMALE,82.1,Richest,Secondary
17197,YES,YES,NO,NO,HAVE DIFFICULTY,11.7,FEMALE,11.1,Richest,Secondary
17200,NO,YES,NO,NO,NO DIFFICULTY,10.8,FEMALE,0.1,Fourth,Secondary
17201,YES,YES,NO,NO,NO DIFFICULTY,11.4,MALE,2.9,Poorest,Primary
17205,NO,NO,NO,NO,NO DIFFICULTY,13.8,MALE,1.5,Fourth,Pre-primary or none
17206,NO,YES,NO,NO,NO DIFFICULTY,14.9,MALE,6.4,Richest,Secondary
17209,YES,YES,NO,NO,NO DIFFICULTY,14.0,MALE,18.0,Richest,Higher secondary+
17211,YES,NO,NO,NO,NO DIFFICULTY,13.4,FEMALE,3.3,Middle,Primary
17212,YES,NO,YES,NO,NO DIFFICULTY,8.3,FEMALE,0.1,Fourth,Primary
17217,NO,NO,NO,NO,NO DIFFICULTY,15.0,FEMALE,20.2,Richest,Secondary
17219,YES,YES,NO,NO,NO DIFFICULTY,12.0,FEMALE,5.1,Fourth,Higher secondary+
17221,NO,NO,NO,NO,NO DIFFICULTY,11.5,FEMALE,2.0,Poorest,Primary
17222,YES,YES,NO,NO,NO DIFFICULTY,14.3,MALE,2.9,Poorest,Primary
17223,YES,NO,YES,NO,NO DIFFICULTY,13.1,FEMALE,4.1,Fourth,Secondary
17224,NO,NO,NO,NO,NO DIFFICULTY,12.2,FEMALE,2.4,Poorest,Secondary
17226,YES,NO,NO,NO,HAVE DIFFICULTY,13.0,MALE,28.0,Poorest,Secondary
17227,NO,NO,NO,NO,NO DIFFICULTY,12.6,MALE,14.1,Second,Primary
17230,YES,NO,NO,NO,NO DIFFICULTY,18.5,FEMALE,67.2,Second,Secondary
17232,NO,NO,NO,NO,NO DIFFICULTY,13.6,MALE,21.7,Poorest,Primary
17233,YES,NO,NO,NO,NO DIFFICULTY,17.5,FEMALE,80.8,Fourth,Secondary
17235,YES,NO,NO,NO,NO DIFFICULTY,12.1,MALE,6.9,Poorest,Primary
17237,YES,YES,YES,NO,NO DIFFICULTY,10.0,FEMALE,0.3,Middle,Primary
17239,YES,NO,NO,NO,NO DIFFICULTY,11.3,FEMALE,7.1,Poorest,Secondary
17240,YES,NO,YES,NO,NO DIFFICULTY,10.7,MALE,2.0,Middle,Primary
17241,YES,YES,YES,NO,NO DIFFICULTY,10.3,MALE,0.0,Second,Higher secondary+
17242,YES,YES,NO,NO,NO DIFFICULTY,14.0,MALE,1.7,Second,Higher secondary+
17247,NO,YES,NO,NO,NO DIFFICULTY,11.4,FEMALE,4.8,Middle,Secondary
17249,YES,YES,YES,NO,NO DIFFICULTY,11.5,FEMALE,0.1,Poorest,Primary
17250,NO,NO,NO,NO,NO DIFFICULTY,12.0,FEMALE,6.4,Middle,Secondary
17251,NO,YES,NO,NO,NO DIFFICULTY,11.5,FEMALE,3.7,Middle,Primary
17255,NO,YES,NO,NO,NO DIFFICULTY,17.1,FEMALE,49.1,Second,Primary
17256,NO,NO,NO,NO,HAVE DIFFICULTY,12.0,FEMALE,2.8,Fourth,Secondary
17258,YES,NO,NO,NO,NO DIFFICULTY,12.1,FEMALE,2.7,Fourth,Higher secondary+
17260,NO,YES,NO,NO,NO DIFFICULTY,9.4,FEMALE,1.9,Middle,Secondary
17261,NO,NO,NO,NO,NO DIFFICULTY,10.0,MALE,1.4,Fourth,Secondary
17262,YES,YES,NO,NO,NO DIFFICULTY,12.7,MALE,1.1,Fourth,Higher secondary+
17263,YES,YES,YES,NO,NO DIFFICULTY,11.4,MALE,17.3,Fourth,Higher secondary+
17266,YES,YES,YES,NO,NO DIFFICULTY,13.4,MALE,11.7,Poorest,Secondary
17268,NO,YES,NO,NO,NO DIFFICULTY,13.5,MALE,1.3,Poorest,Pre-primary or none
17274,NO,YES,YES,NO,NO DIFFICULTY,13.1,MALE,0.7,Second,Primary
17278,YES,YES,YES,NO,NO DIFFICULTY,14.5,MALE,21.1,Second,Primary
17279,NO,NO,NO,NO,NO DIFFICULTY,15.2,MALE,18.4,Middle,Higher secondary+
17281,NO,YES,NO,NO,NO DIFFICULTY,12.3,MALE,19.2,Second,Higher secondary+
17282,NO,NO,NO,NO,NO DIFFICULTY,9.3,FEMALE,1.4,Second,Secondary
17284,YES,YES,NO,NO,NO DIFFICULTY,11.9,FEMALE,24.4,Middle,Secondary
17286,NO,YES,NO,NO,NO DIFFICULTY,14.3,MALE,4.0,Poorest,Secondary
17289,NO,YES,NO,NO,NO DIFFICULTY,12.3,MALE,5.7,Poorest,Primary
17290,NO,YES,NO,NO,NO DIFFICULTY,14.4,MALE,8.3,Second,Primary
17291,YES,NO,NO,NO,NO DIFFICULTY,12.9,MALE,14.8,Poorest,Secondary
17292,YES,NO,YES,NO,NO DIFFICULTY,15.7,FEMALE,26.0,Richest,Secondary
17293,NO,YES,NO,NO,NO DIFFICULTY,10.1,MALE,2.1,Poorest,Secondary
17295,YES,YES,NO,NO,NO DIFFICULTY,10.1,FEMALE,0.3,Middle,Secondary
17297,YES,YES,NO,NO,NO DIFFICULTY,12.6,FEMALE,1.0,Poorest,Primary
17298,NO,NO,NO,NO,NO DIFFICULTY,15.7,FEMALE,36.9,Middle,Secondary
17302,YES,YES,NO,NO,NO DIFFICULTY,10.3,MALE,2.5,Second,Primary
17303,YES,YES,NO,NO,NO DIFFICULTY,14.0,MALE,5.8,Fourth,Primary
17304,YES,YES,NO,NO,NO DIFFICULTY,13.6,MALE,42.4,Fourth,Secondary
17306,YES,NO,NO,NO,NO DIFFICULTY,10.8,FEMALE,4.1,Middle,Higher secondary+
17308,NO,NO,NO,NO,NO DIFFICULTY,11.7,MALE,5.5,Second,Primary
17309,NO,NO,YES,NO,NO DIFFICULTY,10.3,FEMALE,2.5,Second,Secondary
17310,YES,NO,NO,NO,NO DIFFICULTY,16.3,MALE,19.6,Second,Secondary
17312,YES,NO,YES,NO,NO DIFFICULTY,11.5,FEMALE,1.1,Poorest,Secondary
17313,YES,YES,NO,NO,NO DIFFICULTY,11.2,FEMALE,0.9,Second,Primary
17317,NO,NO,NO,NO,NO DIFFICULTY,12.5,FEMALE,5.6,Second,Secondary
17319,YES,NO,NO,NO,NO DIFFICULTY,9.4,MALE,0.0,Poorest,Primary
17321,YES,YES,NO,NO,NO DIFFICULTY,14.8,MALE,24.6,Middle,Secondary
17322,YES,NO,NO,NO,HAVE DIFFICULTY,10.2,FEMALE,0.1,Middle,Secondary
17324,YES,NO,YES,NO,NO DIFFICULTY,15.4,MALE,54.3,Second,Secondary
17325,NO,NO,NO,NO,NO DIFFICULTY,13.4,MALE,22.1,Second,Secondary
17326,NO,NO,NO,NO,NO DIFFICULTY,16.5,FEMALE,36.9,Second,Pre-primary or none
17328,YES,NO,YES,NO,HAVE DIFFICULTY,12.5,FEMALE,2.5,Poorest,Pre-primary or none
17330,YES,NO,YES,NO,NO DIFFICULTY,9.8,MALE,0.2,Fourth,Secondary
17333,YES,YES,NO,NO,NO DIFFICULTY,11.6,MALE,0.1,Poorest,Pre-primary or none
17334,YES,YES,NO,NO,NO DIFFICULTY,13.3,MALE,6.7,Middle,Primary
17337,NO,NO,NO,NO,NO DIFFICULTY,9.9,FEMALE,0.9,Fourth,Secondary
17338,NO,NO,NO,NO,NO DIFFICULTY,13.0,FEMALE,2.7,Fourth,Higher secondary+
17342,YES,NO,NO,NO,NO DIFFICULTY,14.6,FEMALE,11.0,Second,Higher secondary+
17343,YES,YES,NO,NO,NO DIFFICULTY,15.7,MALE,30.0,Fourth,Secondary
17344,NO,YES,NO,NO,NO DIFFICULTY,14.4,FEMALE,5.3,Middle,Secondary
17345,NO,NO,NO,NO,NO DIFFICULTY,15.0,MALE,5.8,Second,Primary
17346,YES,NO,NO,NO,NO DIFFICULTY,13.6,MALE,14.4,Second,Secondary
17348,YES,YES,NO,NO,NO DIFFICULTY,14.4,MALE,3.7,Second,Primary
17350,NO,NO,NO,NO,NO DIFFICULTY,11.9,FEMALE,24.3,Poorest,Primary
17351,NO,YES,YES,NO,NO DIFFICULTY,13.8,MALE,3.1,Second,Primary
17358,YES,YES,YES,NO,HAVE DIFFICULTY,10.1,MALE,1.0,Second,Pre-primary or none
17360,NO,NO,NO,NO,NO DIFFICULTY,12.1,FEMALE,3.0,Poorest,Primary
17361,YES,NO,NO,NO,NO DIFFICULTY,12.3,FEMALE,4.1,Fourth,Secondary
17362,YES,NO,YES,NO,HAVE DIFFICULTY,14.5,MALE,7.0,Poorest,Primary
17363,NO,YES,NO,NO,NO DIFFICULTY,13.9,MALE,2.5,Poorest,Pre-primary or none
17367,NO,NO,NO,NO,NO DIFFICULTY,9.5,FEMALE,0.6,Second,Secondary
17370,NO,NO,NO,NO,NO DIFFICULTY,12.8,MALE,1.3,Poorest,Secondary
17372,NO,YES,NO,NO,NO DIFFICULTY,11.0,FEMALE,0.7,Poorest,Primary
17373,YES,NO,NO,NO,NO DIFFICULTY,10.2,FEMALE,1.0,Poorest,Secondary
17375,NO,NO,NO,NO,HAVE DIFFICULTY,10.8,MALE,2.6,Poorest,Pre-primary or none
17377,NO,YES,NO,NO,NO DIFFICULTY,12.2,FEMALE,6.6,Poorest,Primary
17378,NO,NO,NO,NO,NO DIFFICULTY,12.3,MALE,19.1,Poorest,Primary
17379,NO,YES,NO,NO,NO DIFFICULTY,11.8,FEMALE,6.5,Poorest,Primary
17381,YES,NO,NO,NO,HAVE DIFFICULTY,11.3,MALE,1.7,Poorest,Pre-primary or none
17384,NO,YES,NO,YES,NO DIFFICULTY,11.2,FEMALE,1.2,Poorest,Pre-primary or none
17387,NO,NO,NO,NO,NO DIFFICULTY,9.6,FEMALE,0.3,Second,Higher secondary+
17388,NO,YES,NO,NO,NO DIFFICULTY,12.4,FEMALE,0.6,Fourth,Secondary
17390,NO,YES,YES,NO,NO DIFFICULTY,10.8,MALE,1.2,Poorest,Primary
17391,NO,NO,NO,NO,NO DIFFICULTY,10.4,MALE,1.9,Poorest,Pre-primary or none
17392,NO,YES,NO,NO,NO DIFFICULTY,12.5,FEMALE,1.5,Poorest,Primary
17393,YES,NO,NO,NO,HAVE DIFFICULTY,18.3,FEMALE,82.8,Poorest,Pre-primary or none
17398,NO,NO,NO,NO,NO DIFFICULTY,9.5,FEMALE,0.4,Poorest,Pre-primary or none
17401,NO,NO,NO,NO,NO DIFFICULTY,18.2,FEMALE,79.6,Poorest,Secondary
17402,NO,NO,NO,NO,NO DIFFICULTY,8.7,FEMALE,0.0,Poorest,Primary
17404,NO,NO,NO,NO,NO DIFFICULTY,12.3,MALE,15.9,Poorest,Secondary
17406,NO,NO,NO,NO,NO DIFFICULTY,11.3,FEMALE,0.9,Second,Secondary
17409,YES,YES,NO,NO,NO DIFFICULTY,12.6,MALE,14.5,Middle,Secondary
17410,YES,YES,NO,NO,NO DIFFICULTY,14.4,MALE,10.2,Poorest,Pre-primary or none
17417,NO,NO,NO,YES,NO DIFFICULTY,13.6,MALE,1.1,Middle,Secondary
17419,YES,YES,NO,NO,NO DIFFICULTY,9.4,FEMALE,0.6,Poorest,Primary
17421,NO,NO,NO,NO,NO DIFFICULTY,15.7,MALE,18.3,Richest,Higher secondary+
17425,NO,NO,NO,NO,NO DIFFICULTY,11.8,MALE,15.2,Poorest,Secondary
17426,NO,YES,NO,NO,NO DIFFICULTY,13.3,FEMALE,20.3,Richest,Higher secondary+
17427,YES,YES,NO,NO,NO DIFFICULTY,11.7,MALE,4.9,Richest,Secondary
17428,NO,YES,NO,NO,NO DIFFICULTY,12.2,FEMALE,14.3,Poorest,Secondary
17429,NO,YES,YES,NO,NO DIFFICULTY,18.2,FEMALE,68.7,Poorest,Pre-primary or none
17430,NO,NO,YES,NO,HAVE DIFFICULTY,13.8,MALE,3.0,Middle,Pre-primary or none
17432,NO,YES,NO,NO,NO DIFFICULTY,9.3,FEMALE,0.8,Second,Primary
17433,YES,YES,YES,NO,NO DIFFICULTY,15.0,FEMALE,9.6,Poorest,Secondary
17435,NO,NO,NO,NO,NO DIFFICULTY,13.9,MALE,10.1,Middle,Pre-primary or none
17437,YES,YES,YES,NO,NO DIFFICULTY,9.3,FEMALE,0.0,Second,Primary
17442,NO,NO,NO,NO,NO DIFFICULTY,16.2,MALE,67.0,Fourth,Higher secondary+
17444,YES,YES,YES,NO,NO DIFFICULTY,14.4,MALE,3.0,Middle,Primary
17445,YES,YES,YES,NO,NO DIFFICULTY,9.9,MALE,0.4,Second,Primary
17446,NO,NO,NO,NO,NO DIFFICULTY,8.6,FEMALE,0.1,Middle,Higher secondary+
17447,YES,YES,NO,NO,NO DIFFICULTY,14.5,MALE,4.4,Middle,Secondary
17448,YES,NO,NO,NO,NO DIFFICULTY,15.9,FEMALE,42.9,Fourth,Higher secondary+
17449,YES,YES,NO,NO,NO DIFFICULTY,14.7,MALE,10.4,Middle,Primary
17450,NO,YES,NO,NO,NO DIFFICULTY,12.7,FEMALE,1.0,Fourth,Secondary
17451,NO,NO,NO,NO,NO DIFFICULTY,9.1,FEMALE,0.1,Second,Secondary
17453,YES,YES,YES,NO,NO DIFFICULTY,7.4,FEMALE,0.0,Poorest,Secondary
17454,NO,YES,NO,NO,NO DIFFICULTY,12.1,MALE,3.6,Poorest,Secondary
17455,NO,YES,NO,NO,NO DIFFICULTY,14.7,MALE,20.1,Second,Secondary
17457,YES,NO,NO,NO,NO DIFFICULTY,14.4,FEMALE,77.1,Fourth,Secondary
17459,NO,YES,NO,NO,NO DIFFICULTY,9.8,FEMALE,0.3,Poorest,Secondary
17460,YES,YES,NO,YES,HAVE DIFFICULTY,15.5,MALE,15.1,Poorest,Pre-primary or none
17462,YES,NO,YES,NO,NO DIFFICULTY,9.3,FEMALE,0.2,Poorest,Pre-primary or none
17465,YES,YES,YES,NO,NO DIFFICULTY,13.5,MALE,7.6,Middle,Secondary
17467,YES,NO,NO,NO,NO DIFFICULTY,13.8,FEMALE,47.6,Second,Primary
17468,YES,YES,YES,NO,NO DIFFICULTY,12.2,FEMALE,6.3,Fourth,Secondary
17470,NO,YES,NO,NO,NO DIFFICULTY,10.8,MALE,3.2,Second,Secondary
17471,NO,YES,NO,NO,NO DIFFICULTY,12.7,MALE,5.4,Second,Secondary
17472,YES,YES,NO,NO,NO DIFFICULTY,12.1,FEMALE,1.1,Second,Higher secondary+
17474,YES,NO,YES,NO,NO DIFFICULTY,18.2,MALE,57.1,Poorest,Pre-primary or none
17475,NO,NO,NO,NO,NO DIFFICULTY,11.5,MALE,1.4,Poorest,Primary
17477,NO,NO,NO,NO,NO DIFFICULTY,12.2,FEMALE,3.2,Poorest,Pre-primary or none
17478,YES,NO,YES,NO,NO DIFFICULTY,17.8,MALE,56.6,Second,Higher secondary+
17479,NO,NO,NO,NO,NO DIFFICULTY,18.3,MALE,54.5,Poorest,Pre-primary or none
17480,NO,YES,NO,NO,NO DIFFICULTY,10.2,FEMALE,5.3,Second,Secondary
17481,YES,YES,NO,NO,NO DIFFICULTY,13.6,MALE,5.7,Second,Secondary
17482,NO,NO,NO,NO,NO DIFFICULTY,10.5,MALE,0.1,Second,Secondary
17483,NO,NO,YES,NO,NO DIFFICULTY,10.6,MALE,0.1,Poorest,Primary
17484,NO,NO,NO,NO,NO DIFFICULTY,12.7,MALE,5.7,Poorest,Pre-primary or none
17486,NO,NO,NO,NO,NO DIFFICULTY,18.6,MALE,57.3,Poorest,Primary
17487,NO,NO,NO,NO,NO DIFFICULTY,13.6,FEMALE,10.6,Poorest,Pre-primary or none
17488,YES,NO,YES,NO,NO DIFFICULTY,15.1,FEMALE,25.8,Poorest,Pre-primary or none
17490,NO,YES,NO,NO,NO DIFFICULTY,9.8,MALE,0.8,Fourth,Secondary
17491,NO,NO,NO,NO,NO DIFFICULTY,15.1,MALE,33.0,Fourth,Higher secondary+
17492,NO,NO,NO,NO,NO DIFFICULTY,13.1,FEMALE,22.5,Fourth,Higher secondary+
17494,NO,NO,NO,NO,NO DIFFICULTY,14.6,FEMALE,41.3,Second,Primary
17495,NO,NO,NO,NO,NO DIFFICULTY,18.7,MALE,51.7,Fourth,Secondary
17496,YES,YES,NO,NO,NO DIFFICULTY,11.9,MALE,22.2,Middle,Higher secondary+
17498,YES,NO,NO,NO,NO DIFFICULTY,13.0,FEMALE,50.7,Fourth,Secondary
17499,YES,YES,NO,NO,NO DIFFICULTY,13.7,FEMALE,25.5,Second,Secondary
17501,NO,NO,NO,NO,NO DIFFICULTY,18.8,MALE,75.3,Richest,Higher secondary+
17502,YES,NO,NO,NO,NO DIFFICULTY,11.2,MALE,4.0,Second,Primary
17503,NO,NO,NO,NO,NO DIFFICULTY,15.3,MALE,47.1,Middle,Secondary
17505,YES,NO,NO,NO,NO DIFFICULTY,13.9,MALE,16.7,Richest,Secondary
17506,NO,NO,NO,NO,NO DIFFICULTY,14.2,MALE,27.0,Poorest,Pre-primary or none
17507,YES,NO,NO,NO,NO DIFFICULTY,12.2,FEMALE,1.9,Middle,Secondary
17508,NO,NO,NO,NO,NO DIFFICULTY,12.5,FEMALE,12.1,Poorest,Secondary
17509,NO,NO,NO,NO,NO DIFFICULTY,15.6,MALE,18.5,Poorest,Secondary
17511,YES,NO,NO,NO,NO DIFFICULTY,12.4,FEMALE,0.9,Middle,Secondary
17512,NO,NO,NO,NO,NO DIFFICULTY,13.4,MALE,13.7,Middle,Secondary
17515,YES,NO,YES,NO,NO DIFFICULTY,17.4,MALE,44.8,Middle,Secondary
17516,YES,NO,NO,NO,NO DIFFICULTY,12.6,FEMALE,7.2,Fourth,Secondary
17517,NO,NO,NO,NO,NO DIFFICULTY,10.2,MALE,1.7,Fourth,Secondary
17519,NO,NO,NO,NO,NO DIFFICULTY,14.8,MALE,46.7,Fourth,Higher secondary+
17520,YES,NO,NO,NO,NO DIFFICULTY,14.7,FEMALE,7.6,Middle,Secondary
17521,NO,NO,NO,NO,NO DIFFICULTY,12.3,FEMALE,28.0,Fourth,Primary
17527,NO,NO,NO,NO,NO DIFFICULTY,11.1,FEMALE,0.0,Fourth,Higher secondary+
17530,NO,YES,NO,NO,NO DIFFICULTY,13.6,FEMALE,36.6,Fourth,Secondary
17531,YES,NO,NO,NO,NO DIFFICULTY,13.3,MALE,1.2,Second,Primary
17533,YES,YES,NO,NO,NO DIFFICULTY,13.3,MALE,3.5,Second,Pre-primary or none
17534,NO,NO,YES,NO,NO DIFFICULTY,9.7,FEMALE,0.3,Middle,Secondary
17536,YES,NO,NO,NO,NO DIFFICULTY,12.1,FEMALE,1.2,Fourth,Higher secondary+
17537,YES,NO,NO,NO,NO DIFFICULTY,10.3,FEMALE,6.7,Second,Primary
17538,YES,NO,NO,NO,NO DIFFICULTY,13.2,MALE,9.6,Fourth,Higher secondary+
17539,YES,YES,NO,NO,NO DIFFICULTY,12.3,FEMALE,7.9,Fourth,Secondary
17540,YES,NO,NO,NO,NO DIFFICULTY,10.4,MALE,1.3,Middle,Primary
17541,YES,NO,NO,NO,NO DIFFICULTY,14.1,MALE,15.1,Middle,Primary
17543,NO,NO,NO,NO,NO DIFFICULTY,13.1,FEMALE,57.5,Second,Pre-primary or none
17544,YES,YES,NO,NO,NO DIFFICULTY,12.6,FEMALE,29.0,Middle,Secondary
17547,YES,NO,YES,NO,NO DIFFICULTY,13.5,MALE,1.6,Middle,Secondary
17549,YES,NO,YES,NO,NO DIFFICULTY,10.8,FEMALE,3.5,Fourth,Secondary
17550,YES,NO,YES,NO,NO DIFFICULTY,18.1,MALE,61.4,Fourth,Secondary
17552,YES,YES,NO,NO,NO DIFFICULTY,9.7,MALE,0.3,Middle,Higher secondary+
17553,NO,NO,NO,NO,NO DIFFICULTY,13.6,FEMALE,22.5,Second,Pre-primary or none
17556,NO,NO,NO,NO,NO DIFFICULTY,13.2,FEMALE,54.5,Second,Secondary
17557,YES,YES,NO,NO,NO DIFFICULTY,12.8,FEMALE,1.0,Second,Pre-primary or none
17558,YES,YES,NO,NO,NO DIFFICULTY,18.0,MALE,43.3,Fourth,Higher secondary+
17559,YES,NO,NO,NO,NO DIFFICULTY,15.8,MALE,36.2,Fourth,Secondary
17561,YES,NO,YES,NO,NO DIFFICULTY,13.8,MALE,16.1,Fourth,Higher secondary+
17562,YES,NO,YES,NO,NO DIFFICULTY,13.7,MALE,37.5,Richest,Secondary
17563,YES,NO,NO,NO,NO DIFFICULTY,9.0,FEMALE,0.1,Poorest,Primary
17566,NO,NO,NO,NO,NO DIFFICULTY,14.3,MALE,14.5,Poorest,Pre-primary or none
17567,YES,NO,NO,NO,NO DIFFICULTY,9.3,FEMALE,0.2,Second,Secondary
17569,NO,YES,NO,NO,NO DIFFICULTY,13.1,MALE,7.6,Poorest,Pre-primary or none
17570,NO,NO,NO,NO,NO DIFFICULTY,11.2,FEMALE,1.0,Second,Pre-primary or none
17571,YES,NO,NO,NO,NO DIFFICULTY,13.5,MALE,3.0,Middle,Secondary
17573,NO,NO,NO,NO,NO DIFFICULTY,12.8,MALE,0.3,Middle,Secondary
17574,YES,NO,NO,NO,NO DIFFICULTY,11.2,MALE,0.8,Fourth,Higher secondary+
17575,NO,NO,NO,NO,NO DIFFICULTY,14.1,FEMALE,9.4,Middle,Pre-primary or none
17576,YES,NO,NO,NO,NO DIFFICULTY,12.3,MALE,0.9,Fourth,Higher secondary+
17577,YES,NO,NO,NO,NO DIFFICULTY,14.4,MALE,7.5,Second,Secondary
17579,NO,NO,NO,NO,NO DIFFICULTY,14.2,MALE,15.6,Middle,Higher secondary+
17580,YES,YES,NO,NO,NO DIFFICULTY,10.7,FEMALE,3.3,Middle,Secondary
17581,YES,YES,NO,NO,NO DIFFICULTY,13.6,FEMALE,21.1,Poorest,Secondary
17582,YES,YES,NO,NO,NO DIFFICULTY,12.1,FEMALE,6.0,Second,Secondary
17585,NO,NO,NO,NO,NO DIFFICULTY,11.4,FEMALE,0.2,Second,Secondary
17587,YES,NO,NO,NO,NO DIFFICULTY,15.2,MALE,53.5,Middle,Secondary
17589,YES,NO,NO,NO,NO DIFFICULTY,14.7,MALE,41.5,Poorest,Secondary
17590,NO,NO,NO,NO,NO DIFFICULTY,14.6,FEMALE,9.8,Second,Primary
