UCD2A,UCD2C,UCD2D,UCD2G,UCD2H,UCD2I,UCD2J,UCD2K,UCF17,AN4,AN8,AN11,HH6,HL4,HAP,WAP,WHP,BMI,windex5,melevel
NO,NO,YES,NO,NO,NO,NO,NO,,1,9.1,77.40000000000001,RURAL,MALE,4.7,2.2,6.4,15.19,Poorest,Pre-primary or none
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,12.6,99.59999999999999,RURAL,MALE,11.7,1,1.3,12.7,Poorest,Primary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,9.9,83.09999999999999,RURAL,FEMALE,28.5,4.6,7.3,14.34,Poorest,Secondary
YES,YES,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,4,16.9,109,RURAL,MALE,48.4,22.9,18.1,14.22,Middle,Secondary
NO,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,10.4,85.09999999999999,RURAL,MALE,2.3,.8,5.5,14.36,Second,Secondary
NO,NO,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,3,12,90.3,RURAL,MALE,2.4,2.3,12.8,14.72,Second,Primary
YES,NO,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,2,16.6,81.7,RURAL,MALE,6.3,99.09999999999999,99.8,24.87,Middle,Higher secondary+
,,,,,,,,,0,4.2,50.9,RURAL,MALE,2.4,29,91.3,16.21,Poorest,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,,1,7.8,77.7,RURAL,FEMALE,.5,.1,.3,12.92,Poorest,Primary
NO,NO,YES,NO,NO,NO,YES,NO,,1,10.4,85.3,RURAL,MALE,38.1,7.2,4.2,14.29,Fourth,Pre-primary or none
NO,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,11.8,88.90000000000001,RURAL,FEMALE,5.7,4.6,21.5,14.93,Middle,Higher secondary+
YES,YES,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,4,13.3,97.7,RURAL,FEMALE,10.6,4.5,12.9,13.93,Middle,Pre-primary or none
YES,YES,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,3,13,93.7,RURAL,MALE,14.7,8.4,17.8,14.81,Middle,Secondary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,11.4,88.8,RURAL,MALE,.1,.4,8.300000000000001,14.46,Middle,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,,1,7.9,74.40000000000001,RURAL,FEMALE,3.3,.9,3.3,14.27,Middle,Secondary
,,,,,,,,,0,8.5,999.4,RURAL,MALE,99.90000000000001,6.5,99.90000000000001,99.99,Poorest,Primary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,99.3,,RURAL,FEMALE,99.90000000000001,99.90000000000001,99.90000000000001,99.90000000000001,Poorest,Primary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,13.1,98.40000000000001,RURAL,MALE,1.1,.6,4.8,13.53,Fourth,Secondary
NO,YES,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,2,11.8,82.8,RURAL,MALE,5.7,18.1,54.7,17.21,Middle,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,,1,8.699999999999999,78.40000000000001,RURAL,FEMALE,10.7,2.3,3.4,14.15,Second,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,,1,9.199999999999999,77.3,RURAL,MALE,7.6,3.4,8.5,15.4,Second,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,14.1,104.6,RURAL,FEMALE,38.5,5.7,4.3,12.89,Second,Secondary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,12.7,90.90000000000001,RURAL,MALE,4.7,6.5,25.7,15.37,Poorest,Primary
,,,,,,,,,0,8.300000000000001,68.3,RURAL,MALE,10.8,24.6,61.1,17.79,Poorest,Secondary
NO,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,13.2,92.40000000000001,RURAL,FEMALE,41.7,30.8,40.5,15.46,Poorest,Secondary
NO,NO,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,4,12.3,96.09999999999999,RURAL,MALE,2.3,.6,2.9,13.32,Middle,Pre-primary or none
,,,,,,,,,0,5,58.4,RURAL,FEMALE,10.3,11.4,42.1,14.66,Second,Secondary
NO,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,3,13.7,98.7,RURAL,FEMALE,24.2,9.4,15.8,14.06,Poorest,Primary
,,,,,,,,,0,8.800000000000001,72.09999999999999,RURAL,MALE,14.1,13.9,34.6,16.93,Middle,Primary
YES,NO,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,3,11.6,95.3,RURAL,MALE,16.7,1,1,12.77,Second,Pre-primary or none
,,,,,,,,,0,6.1,59.4,RURAL,FEMALE,.6,9.4,85.8,17.29,Second,Primary
NO,YES,YES,NO,NO,YES,YES,NO,,1,6.8,70.59999999999999,RURAL,MALE,0,0,.6,13.64,Second,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,13.8,100.5,RURAL,MALE,9.1,2.8,6.6,13.66,Middle,Primary
NO,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,4,20.8,119.6,RURAL,MALE,99.8,97.09999999999999,24.8,14.54,Poorest,Pre-primary or none
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,3,12.2,89.59999999999999,RURAL,MALE,3.3,4.2,20.2,15.2,Second,Secondary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,9.6,81.8,RURAL,FEMALE,.5,.3,6.8,14.35,Poorest,Primary
,,,,,,,,,0,10,71.09999999999999,RURAL,FEMALE,82.59999999999999,98.09999999999999,95.7,19.78,Middle,Secondary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,4,15.9,105.4,RURAL,FEMALE,26.7,18.8,26.1,14.31,Middle,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,10.1,88.7,RURAL,FEMALE,4.9,.2,1.2,12.84,Fourth,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,,1,7.7,73.90000000000001,RURAL,MALE,2.6,.2,.9,14.1,Middle,Secondary
,,,,,,,,,0,6.7,61.3,RURAL,MALE,8.1,35.9,82.5,17.83,Fourth,Secondary
,,,,,,,,,0,7.9,67.40000000000001,RURAL,FEMALE,46.7,57.4,62.6,17.39,Richest,Higher secondary+
NO,YES,YES,NO,NO,YES,YES,NO,,1,10.4,83.3,RURAL,MALE,22.5,8.199999999999999,9.300000000000001,14.99,Fourth,Pre-primary or none
NO,YES,YES,YES,NO,YES,YES,NO,NO DIFFICULTY,3,17.1,103.1,RURAL,MALE,82.7,76.2,62.6,16.09,Fourth,Pre-primary or none
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,10.9,98.7,RURAL,FEMALE,11.5,.1,.1,11.19,Second,Pre-primary or none
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,15,103.6,RURAL,FEMALE,80.2,35.4,17.6,13.98,Poorest,Primary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,15.1,104.4,RURAL,MALE,19.8,6.8,10.3,13.85,Fourth,Primary
,,,,,,,,,,,,RURAL,FEMALE,,,,,0,Higher secondary+
NO,NO,NO,NO,YES,NO,NO,NO,CANNOT LEARN THINGS AT ALL,2,99.59999999999999,999.6,RURAL,MALE,99.90000000000001,99.90000000000001,99.90000000000001,99.90000000000001,Second,Primary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,14.4,97.59999999999999,RURAL,MALE,2.3,5.2,29.3,15.12,Second,Pre-primary or none
,,,,,,,,,0,5.1,56.2,RURAL,MALE,0,2.4,76.7,16.15,Poorest,Secondary
NO,YES,YES,NO,NO,YES,YES,NO,,1,10.7,78.90000000000001,RURAL,MALE,.5,7.8,50.8,17.19,Second,Pre-primary or none
NO,NO,NO,NO,NO,NO,NO,NO,,1,9.699999999999999,80.3,RURAL,MALE,9.9,3.9,7,15.04,Second,Primary
YES,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,4,16.2,106.4,RURAL,MALE,44.2,21.1,18.8,14.31,Poorest,Pre-primary or none
NO,NO,YES,NO,NO,NO,NO,NO,,1,7.4,67.90000000000001,RURAL,MALE,0,.1,22.4,16.05,Second,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,,1,6.8,70.2,RURAL,FEMALE,.7,.1,2.1,13.8,Poorest,Primary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,10.3,89.8,RURAL,FEMALE,7.2,.3,1.1,12.77,Poorest,Primary
,,,,,,,,,0,8.300000000000001,66.8,RURAL,MALE,15.7,48.4,79.7,18.6,Second,Secondary
YES,NO,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,4,14.5,104,RURAL,MALE,38,7.5,5.4,13.41,Second,Secondary
YES,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,3,14,96.59999999999999,RURAL,FEMALE,20.3,17.5,34.8,15,Middle,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,,1,10.7,82.2,RURAL,MALE,20.1,15.2,22.7,15.84,Richest,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,10.2,84.3,RURAL,FEMALE,2.4,.9,8.1,14.35,Poorest,Secondary
,,,,,,,,,0,7.7,67.09999999999999,RURAL,MALE,48.8,51.6,48.6,17.1,Middle,Higher secondary+
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,13.9,100.3,RURAL,FEMALE,36.7,11.2,12.8,13.82,Middle,Higher secondary+
NO,YES,YES,YES,NO,YES,YES,NO,NO DIFFICULTY,2,9.699999999999999,81.59999999999999,RURAL,MALE,2.7,.5,5.6,14.57,Middle,Pre-primary or none
,,,,,,,,,0,6.6,63.9,RURAL,MALE,45.7,41.4,39.3,16.16,Second,Higher secondary+
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,4,13,100.1,RURAL,FEMALE,3.9,.9,3.9,12.97,Second,Higher secondary+
NO,NO,NO,NO,NO,YES,YES,NO,NO DIFFICULTY,2,9.199999999999999,79.59999999999999,RURAL,FEMALE,6.1,1.3,7.3,14.52,Second,Pre-primary or none
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,99.3,,RURAL,FEMALE,99.90000000000001,99.90000000000001,99.90000000000001,99.90000000000001,Second,Higher secondary+
NO,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,2,7.8,999.4,RURAL,FEMALE,99.90000000000001,0,99.90000000000001,99.99,Fourth,Secondary
NO,NO,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,2,13.8,88.7,RURAL,MALE,12.1,40.7,71.8,17.54,Fourth,Secondary
,,,,,,,,,0,5.6,56.9,RURAL,MALE,18.3,55,88.7,17.3,Fourth,Secondary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,10.7,88.3,RURAL,FEMALE,2.3,.6,4.8,13.72,Poorest,Secondary
NO,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,2,11.3,999.4,RURAL,MALE,99.90000000000001,6.2,99.90000000000001,99.99,Second,Primary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,3,13,95.40000000000001,RURAL,MALE,17.7,6.3,11,14.28,Second,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,12.8,89.90000000000001,RURAL,MALE,10.6,13.4,35.3,15.84,Second,Primary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,3,14.6,98.40000000000001,RURAL,MALE,52.2,31.2,29.3,15.08,Fourth,Higher secondary+
,,,,,,,,,,,,RURAL,MALE,,,,,0,Secondary
YES,NO,YES,NO,YES,YES,YES,NO,,1,8.800000000000001,75.5,RURAL,MALE,0,.2,8,15.44,Poorest,Primary
NO,NO,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,4,13.8,97.59999999999999,RURAL,MALE,6.2,4.7,15.9,14.49,Poorest,Pre-primary or none
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,9.300000000000001,83.3,RURAL,FEMALE,13.7,.7,2,13.4,Poorest,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,13.7,97.7,RURAL,MALE,2.7,2.6,13.7,14.35,Middle,Higher secondary+
NO,NO,NO,NO,NO,NO,NO,NO,,1,7,73.8,RURAL,FEMALE,1.7,.1,.3,12.85,Second,Primary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,4,16.2,111.9,RURAL,FEMALE,84.3,25.7,5.3,12.94,Poorest,Pre-primary or none
NO,NO,NO,NO,NO,NO,NO,NO,,1,8,71.8,RURAL,MALE,1.9,.9,9,15.52,Poorest,Secondary
,,,,,,,,,0,3.2,50.1,RURAL,FEMALE,10.8,13.2,28.2,12.75,Poorest,Secondary
NO,NO,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,4,13.3,98.90000000000001,RURAL,MALE,12.3,2.9,5.5,13.6,Second,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,13.4,94.5,RURAL,FEMALE,28,18.7,31.7,15.01,Middle,Secondary
,,,,,,,,,0,3.8,51.4,RURAL,MALE,4.6,15.5,67,14.38,Middle,Secondary
,,,,,,,,,,,,RURAL,FEMALE,,,,,0,Pre-primary or none
,,,,,,,,,0,6.7,62.6,RURAL,FEMALE,13.2,32.5,72.40000000000001,17.1,Richest,Higher secondary+
,,,,,,,,,,,,RURAL,FEMALE,,,,,0,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,8.9,81.3,RURAL,FEMALE,7.6,.4,1.9,13.47,Second,Primary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,17,105.1,RURAL,FEMALE,36.7,46,55.1,15.39,Poorest,Pre-primary or none
NO,YES,YES,NO,NO,NO,NO,NO,,1,10.7,80.09999999999999,RURAL,MALE,23.2,26.1,39.4,16.68,Second,Secondary
,,,,,,,,,0,8.1,72.59999999999999,RURAL,FEMALE,57.7,18.6,12.8,15.37,Poorest,Primary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,4,13.7,95.40000000000001,RURAL,FEMALE,3.4,7,34.4,15.05,Poorest,Primary
,,,,,,,,,,,,RURAL,MALE,,,,,0,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,9.1,76.59999999999999,RURAL,FEMALE,.1,.5,17,15.51,Second,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,,1,8.199999999999999,70.7,URBAN,MALE,0,.4,24,16.4,Fourth,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,12.9,999.4,URBAN,MALE,99.90000000000001,45.7,99.90000000000001,99.99,Fourth,Secondary
YES,YES,YES,NO,YES,YES,YES,NO,,1,8.699999999999999,71.40000000000001,URBAN,FEMALE,9,16.6,47.8,17.07,Poorest,Secondary
YES,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,3,13.5,83.40000000000001,URBAN,MALE,0,16.6,88.5,19.41,Fourth,Higher secondary+
,,,,,,,,,0,5,72,URBAN,FEMALE,99.8,88.09999999999999,0,9.65,Fourth,Higher secondary+
,,,,,,,,,0,7.6,69,URBAN,MALE,24.2,11.7,18.4,15.96,Richest,Higher secondary+
NO,NO,YES,NO,NO,NO,NO,NO,A LOT OF DIFFICULTY,3,12.5,80.2,URBAN,FEMALE,0,4.1,89.8,19.43,Middle,Secondary
YES,YES,YES,NO,YES,YES,NO,NO,NO DIFFICULTY,4,12,999.4,URBAN,MALE,99.90000000000001,.4,99.90000000000001,99.99,Fourth,Pre-primary or none
,,,,,,,,,0,8.800000000000001,68.40000000000001,URBAN,MALE,.9,15.4,80.5,18.81,Fourth,Secondary
YES,NO,YES,NO,YES,YES,NO,NO,NO DIFFICULTY,3,15.2,100.6,URBAN,MALE,90.40000000000001,58.8,30.5,15.02,Second,Secondary
,,,,,,,,,0,6.2,65.7,URBAN,MALE,97.59999999999999,67,5.8,14.36,Poorest,Pre-primary or none
YES,NO,YES,NO,YES,NO,YES,NO,NO DIFFICULTY,4,16.2,111.6,URBAN,MALE,96.3,34.9,3.5,13.01,Second,Secondary
YES,YES,YES,NO,NO,NO,NO,NO,SOME DIFFICULTY,2,10.2,81.3,URBAN,FEMALE,.1,.6,20.5,15.43,Fourth,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,12.3,94.8,URBAN,MALE,16.8,3.1,4.7,13.69,Middle,Primary
,,,,,,,,,0,7.7,64.90000000000001,URBAN,MALE,49.9,76.7,78.90000000000001,18.28,Second,Primary
,,,,,,,,,,,,URBAN,MALE,,,,,0,Secondary
,,,,,,,,,,,,URBAN,MALE,,,,,0,Primary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,9.300000000000001,84.40000000000001,URBAN,MALE,0,0,.6,13.06,Poorest,Secondary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,12.5,94.40000000000001,URBAN,MALE,2.4,1.4,7.3,14.03,Poorest,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,,1,9.699999999999999,73.5,URBAN,FEMALE,0,6.5,71.2,17.96,Poorest,Secondary
YES,YES,YES,NO,NO,NO,NO,NO,,1,10.8,84.90000000000001,URBAN,MALE,29,11.2,11.3,14.98,Fourth,Primary
,,,,,,,,,0,8,68.8,URBAN,MALE,54.1,47.8,38.8,16.9,Middle,Secondary
,,,,,,,,,0,8.1,65.59999999999999,URBAN,MALE,20.2,60.1,85.09999999999999,18.82,Middle,Secondary
,,,,,,,,,,,,URBAN,FEMALE,,,,,0,Higher secondary+
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,13.5,96.90000000000001,URBAN,FEMALE,52.4,20.8,20.1,14.38,Second,Pre-primary or none
NO,NO,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,2,11.2,89.3,URBAN,MALE,39,4.9,5,14.04,Middle,Pre-primary or none
YES,YES,YES,YES,NO,NO,YES,NO,,1,9.9,81.8,URBAN,MALE,13.1,4.1,5.8,14.8,Poorest,Secondary
,,,,,,,,,,,,URBAN,MALE,,,,,0,Primary
YES,NO,YES,YES,NO,NO,NO,NO,NO DIFFICULTY,3,11.9,89.59999999999999,URBAN,MALE,3.6,2.9,13.7,14.82,Middle,Primary
NO,NO,YES,NO,NO,NO,YES,NO,,1,9.9,79.40000000000001,URBAN,FEMALE,17,15.7,25,15.7,Second,Primary
YES,NO,YES,NO,YES,NO,NO,NO,,1,9.4,67.5,URBAN,FEMALE,.2,33.2,98.90000000000001,20.63,Poorest,Pre-primary or none
NO,NO,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,2,11.9,90.5,URBAN,FEMALE,35.4,11.3,15.9,14.53,Second,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,,1,8.4,70.3,URBAN,MALE,0,.9,38.1,17,Middle,Primary
YES,NO,YES,NO,YES,NO,NO,NO,,1,7.9,75.8,URBAN,MALE,7,.3,.5,13.75,Second,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,,1,10.3,82.7,URBAN,FEMALE,30.4,16.6,18,15.06,Middle,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,12.2,92.59999999999999,URBAN,MALE,93.59999999999999,30.9,8.4,14.23,Second,Secondary
,,,,,,,,,0,4.6,55.8,URBAN,MALE,1.9,6.8,54.2,14.77,Second,Pre-primary or none
YES,NO,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,3,12,88.3,URBAN,FEMALE,1.6,3.9,31,15.39,Second,Pre-primary or none
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,15.9,107.2,URBAN,FEMALE,99.3,66,16.7,13.84,Fourth,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,15.7,104.6,URBAN,MALE,96,58.1,18.6,14.35,Middle,Higher secondary+
YES,YES,YES,YES,YES,YES,YES,NO,NO DIFFICULTY,2,10.4,69.40000000000001,URBAN,MALE,0,1.8,91.7,21.59,Poorest,Pre-primary or none
NO,NO,YES,NO,NO,YES,NO,NO,,1,9.199999999999999,75.59999999999999,URBAN,FEMALE,6.7,10,27.1,16.1,Middle,Primary
NO,NO,YES,NO,NO,NO,NO,YES,,1,9.800000000000001,69.40000000000001,URBAN,FEMALE,0,8.6,98.09999999999999,20.35,Middle,Secondary
YES,NO,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,3,14.6,87.40000000000001,URBAN,FEMALE,.7,44.3,94.59999999999999,19.11,Second,Primary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,3,15.7,110.2,URBAN,FEMALE,99.8,72.8,5.2,12.93,Fourth,Higher secondary+
NO,YES,YES,NO,NO,NO,NO,NO,,1,9,71.59999999999999,URBAN,MALE,3.5,11.2,51.2,17.56,Poorest,Secondary
,,,,,,,,,0,3.3,49.4,URBAN,FEMALE,9.6,22.3,45.9,13.52,Poorest,Secondary
,,,,,,,,,0,7.2,66.40000000000001,URBAN,FEMALE,49.8,43.1,40.7,16.33,Poorest,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,,1,9.1,73.59999999999999,URBAN,MALE,2.9,6,31.4,16.8,Poorest,Secondary
YES,NO,YES,NO,YES,NO,NO,NO,,1,11.4,82.3,URBAN,MALE,26.6,35.6,50.6,16.83,Poorest,Higher secondary+
YES,NO,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,2,11.4,86.7,URBAN,MALE,49.7,15.3,16.1,15.17,Poorest,Primary
YES,NO,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,4,14.3,99.40000000000001,URBAN,MALE,12.8,7.7,17.2,14.47,Poorest,Primary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,11.8,999.4,URBAN,FEMALE,99.90000000000001,16.4,99.90000000000001,99.99,Poorest,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,,1,10.3,76.59999999999999,URBAN,FEMALE,21.2,43.9,67.09999999999999,17.55,Poorest,Primary
YES,NO,YES,NO,YES,NO,NO,NO,,1,8.5,76.5,URBAN,MALE,39.2,3.2,2.1,14.52,Middle,Higher secondary+
,,,,,,,,,0,5.2,64.40000000000001,URBAN,MALE,7.6,.2,.7,12.54,Richest,Higher secondary+
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,15.7,106.4,URBAN,FEMALE,78.7,36,17,13.87,Fourth,Higher secondary+
YES,NO,YES,NO,YES,YES,NO,NO,NO DIFFICULTY,3,15.2,104.6,URBAN,FEMALE,95,51.2,16.6,13.89,Richest,Higher secondary+
YES,NO,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,3,16.7,100.4,URBAN,MALE,68.8,73.40000000000001,71,16.57,Middle,Secondary
,,,,,,,,,0,3.8,51.1,URBAN,FEMALE,8.5,28.8,70.40000000000001,14.55,Fourth,Secondary
YES,NO,YES,NO,YES,NO,NO,NO,,1,14.3,97.59999999999999,URBAN,MALE,99.8,99.8,31.4,15.01,Fourth,Higher secondary+
YES,NO,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,3,14.7,95.09999999999999,RURAL,MALE,17.1,29.6,55.7,16.25,Poorest,Primary
NO,YES,YES,NO,NO,NO,NO,NO,,1,7.7,70.8,RURAL,FEMALE,1.9,1.6,13.5,15.36,Fourth,Secondary
,,,,,,,,,,,,RURAL,MALE,,,,,0,Pre-primary or none
YES,YES,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,2,11.3,90.40000000000001,RURAL,MALE,45.6,5.1,4,13.83,Poorest,Pre-primary or none
YES,NO,NO,NO,NO,NO,NO,NO,SOME DIFFICULTY,2,12,92.5,RURAL,MALE,80.09999999999999,16.5,6.3,14.02,Poorest,Higher secondary+
,,,,,,,,,0,5.1,61.7,RURAL,MALE,76.2,27.6,5.9,13.4,Poorest,Primary
,,,,,,,,,0,6.6,64.59999999999999,RURAL,FEMALE,2.5,2.9,36,15.82,Poorest,Secondary
,,,,,,,,,0,4.9,60.4,RURAL,FEMALE,2.4,.5,11.3,13.43,Second,Secondary
YES,NO,YES,NO,NO,NO,YES,NO,SOME DIFFICULTY,3,11.5,93.3,RURAL,FEMALE,2.4,.5,3.4,13.21,Second,Secondary
YES,YES,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,4,14.1,96.7,RURAL,FEMALE,2.3,6.7,37,15.08,Poorest,Pre-primary or none
YES,NO,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,4,15.5,101.4,RURAL,MALE,4.7,8.199999999999999,32.8,15.07,Fourth,Higher secondary+
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,16.3,103.8,RURAL,MALE,31.3,27.1,36.8,15.13,Second,Primary
NO,NO,NO,NO,NO,NO,NO,NO,,1,9.300000000000001,77.90000000000001,RURAL,MALE,11.7,4.3,8.1,15.33,Poorest,Pre-primary or none
,,,,,,,,,0,3.7,52.5,RURAL,MALE,36,31.9,43.5,13.42,Poorest,Primary
NO,YES,YES,NO,NO,NO,NO,NO,,1,10.6,82.90000000000001,RURAL,MALE,36.8,16.6,15.6,15.42,Second,Primary
NO,YES,YES,NO,NO,NO,NO,YES,NO DIFFICULTY,3,13.3,96.7,RURAL,MALE,24.2,8,11.1,14.22,Fourth,Primary
YES,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,12.4,999.4,RURAL,MALE,99.90000000000001,1.5,99.90000000000001,99.99,Second,Primary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,4,12.6,99.90000000000001,RURAL,MALE,9,.7,1.1,12.63,Second,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,8.1,70.09999999999999,RURAL,FEMALE,0,0,28.9,16.48,Poorest,Pre-primary or none
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,3,17.4,82.59999999999999,RURAL,MALE,0,91.5,99.8,25.5,Poorest,Pre-primary or none
,,,,,,,,,0,6.8,66.5,RURAL,MALE,29.3,13.2,14.9,15.38,Poorest,Pre-primary or none
,,,,,,,,,0,99.3,,RURAL,MALE,99.90000000000001,99.90000000000001,99.90000000000001,99.90000000000001,Poorest,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,,1,9,70.8,RURAL,MALE,0,1.1,61,17.95,Poorest,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,12.6,80.7,RURAL,FEMALE,.9,40.7,89.7,19.35,Poorest,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,,1,13.3,89.40000000000001,RURAL,FEMALE,99.8,99.5,80.90000000000001,16.64,Poorest,Secondary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,18.7,97.90000000000001,RURAL,FEMALE,86.59999999999999,99.09999999999999,99.2,19.51,Poorest,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,20.5,85.59999999999999,RURAL,FEMALE,.2,99.59999999999999,99.8,27.98,Poorest,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,,1,11.9,92.5,RURAL,MALE,99.59999999999999,52.2,5.1,13.91,Poorest,Pre-primary or none
YES,NO,YES,NO,NO,NO,NO,NO,SOME DIFFICULTY,3,19.7,116.9,RURAL,MALE,99.8,99.59999999999999,22.7,14.42,Poorest,Pre-primary or none
,,,,,,,,,0,7.3,63.6,RURAL,MALE,3.3,21.9,78.8,18.05,Poorest,Secondary
